20120201	349723	y24373194378	1	2	0551	0551	0551	0551	08:39:50	08:42:54	184	1	373
20120201	338799	172001	1	1	0551	0551	0551	0551	00:01:40	00:04:43	183	1	318
20120201	1008566	1023148	1	1	0551	0551	0551	0551	00:10:41	00:10:57	16	1	749
20120201	349695	y21064962234	1	3	0551	0551	0551	0551	05:46:50	05:47:49	59	1	257
20120201	344115	4428205	1	1	0551	0551	0551	0551	08:08:38	08:09:06	28	1	2963
20120201	743622	y25212535979	1	2	0551	0551	0551	0551	08:27:45	08:28:17	32	1	22
20120201	744540	y26959267112	1	2	0551	0551	0551	0551	08:38:30	08:39:54	84	1	142
20120201	301056	y25432756021	1	2	0551	0551	0551	0551	06:36:58	06:37:15	17	1	687
20120201	306660	y22412491256	1	3	0551	0551	0551	0551	07:38:32	07:38:49	17	1	185
20120201	377980	y61259047620	1	2	0551	0551	0551	0551	08:03:31	08:05:03	92	1	39
20120201	921356	y26020956004	1	2	0551	0551	0551	0551	07:56:24	07:56:39	15	1	59
20120201	1019546	645165	1	1	0551	0551	0564	0551	03:44:48	03:45:05	17	2	2803
20120201	785040	y27729029910	1	2	0551	0551	0551	0551	08:04:33	08:05:13	40	1	184
20120201	938447	1023421	1	1	0551	0551	0551	0551	07:41:21	07:42:12	51	1	36
20120201	1167189	5623261	1	1	0551	0551	0551	0551	08:07:00	08:07:15	15	1	702
20120201	212606	786511	1	1	0551	0551	0551	0551	08:18:10	08:19:00	50	1	325
20120201	416909	4233538	1	1	0551	0551	0551	0551	08:41:40	08:42:31	51	1	580
20120201	322606	628546	1	1	0551	0551	0551	0551	08:45:15	08:45:48	33	1	22
20120201	262629	y36482263000	1	2	0551	0556	0551	0556	00:14:59	00:15:29	30	1	748
20120201	288799	y36411843133	1	2	0551	0550	0550	0550	08:04:10	08:04:20	10	3	878
20120201	909815	790762	1	1	0551	0551	0551	0551	08:30:00	08:30:18	18	1	3714
20120201	678173	261958	1	1	0551	0551	0551	0551	08:34:27	08:35:53	86	1	126
20120201	675047	268182	1	1	0551	0551	0551	0551	08:24:01	08:24:27	26	1	457
20120201	326147	193085	1	1	0551	0551	0551	0551	08:54:50	08:55:14	24	1	57
20120201	427512	g73148901	1	1	0551	0573	0551	0573	06:32:33	06:34:33	120	1	708
20120201	1166129	787386	1	1	0551	0551	0551	0551	01:16:50	01:17:07	17	1	6531
20120201	428647	y58255755783	1	2	0551	0551	0551	0551	06:58:06	06:59:41	95	1	308
20120201	295122	329047	1	1	0551	0551	0551	0551	00:00:11	00:01:15	64	1	550
20120201	1178359	387249	1	1	0551	0551	0551	0551	23:51:45	00:21:58	1813	1	1987
20120201	438981	y40971707106	1	2	0551	0551	0551	0551	07:40:16	07:41:31	75	1	746
20120201	325401	958247	1	1	0551	0551	0551	0551	03:38:20	03:38:36	16	1	465
20120201	298965	y25631880156	1	2	0551	0551	0551	0551	07:06:18	07:06:52	34	1	223
20120201	429682	5611603	1	1	0551	0551	0551	0551	08:10:42	08:15:35	293	1	112
20120201	368046	3650927	1	1	0551	0551	0551	0551	08:20:02	08:20:25	23	1	293
20120201	430741	5588969	1	1	0551	0551	0551	0551	08:51:53	08:52:42	49	1	509
20120201	474561	y36442441190	1	2	0551	0551	0551	0551	08:29:16	08:29:47	31	1	140
20120201	290894	y36191524937	1	2	0551	0414	0551	0414	00:26:48	00:27:42	54	1	229
20120201	687372	y27313155339	1	2	0551	0551	0551	0551	06:50:36	06:50:50	14	1	805
20120201	675211	y40968407306	1	2	0551	0564	0551	0564	07:21:07	07:21:52	45	1	305
20120201	392560	y25421901149	1	2	0551	0551	0551	0551	08:21:45	08:22:56	71	1	44
20120201	409462	y25212501490	1	2	0551	0551	0551	0551	08:30:19	08:32:10	111	1	542
20120201	458665	y61686157583	1	2	0551	0533	0551	0533	08:37:45	08:43:56	371	1	423
20120201	435021	y25351925915	1	2	0551	0551	0551	0551	06:46:05	06:47:14	69	1	11265
20120201	375184	y60567882600	1	3	0551	0551	0551	0551	07:42:27	07:42:43	16	1	278
20120201	1020676	y27671802292	1	2	0551	0551	0551	0551	08:32:12	08:39:56	464	1	3665
20120201	363066	y27312673410	1	2	0551	0562	0566	0562	07:12:14	07:13:43	89	2	60201
20120201	1230308	1212395	1	1	0551	0551	0551	0551	07:15:42	07:16:04	22	1	142
20120201	215150	y27036116941	1	2	0551	0551	0565	0551	07:34:02	07:35:52	110	1	111
20120201	216656	y26971834443	1	2	0551	0551	0551	0551	07:53:10	07:55:04	114	1	50
20120201	721496	y24588563077	1	2	0551	0564	0564	0564	02:05:00	02:05:25	25	1	32
20120201	704988	y36069172833	1	2	0551	0565	0551	0565	06:28:32	06:30:11	99	1	602
20120201	951917	y58459250977	1	2	0551	0551	0551	0551	07:53:06	07:53:42	36	1	575
20120201	959220	y26096970698	1	2	0551	0564	0551	0564	07:57:26	07:59:50	144	1	325
20120201	976719	y60355845712	1	3	0551	0510	0551	0510	00:11:24	01:24:11	4367	1	57
20120201	983648	y38511864238	1	3	0551	0551	0551	0551	00:09:27	00:10:34	67	1	827
20120201	681909	y41659379686	1	2	0551	0551	0551	0551	01:26:24	01:26:31	7	1	796
20120201	930485	y26965480151	1	2	0551	0551	0551	0551	06:42:49	06:45:11	142	1	165
20120201	1154195	y35359569967	1	2	0551	0551	0551	0551	08:24:44	08:25:52	68	1	599
20120201	975224	y60562861724	1	3	0551	0556	0551	0556	00:11:14	00:11:43	29	1	833
20120201	460195	835520	1	1	0551	0551	0551	0551	00:17:09	00:17:22	13	1	192
20120201	962432	y60979094345	1	2	0551	0551	0551	0551	07:14:55	07:15:51	56	1	4
20120201	1253854	y25351918880	1	2	0551	0551	0551	0551	07:25:24	07:26:28	64	1	825
20120201	702450	y27728925267	1	2	0551	0551	0551	0551	07:31:54	07:33:06	72	1	190
20120201	1234935	y24373134185	1	2	0551	0551	0551	0551	08:11:35	08:11:42	7	1	459
20120201	231893	y58057949699	1	2	0551	0561	0551	0551	08:32:59	08:36:32	213	1	8674
20120201	1245906	8839837	1	1	0551	0551	0551	0551	08:17:44	08:18:20	36	1	80
20120201	1204110	510396	1	1	0551	0551	0551	0551	08:28:55	08:30:17	82	1	216
20120201	992781	y26700411004	1	2	0551	021	0551	021	06:33:36	06:38:15	279	1	452
20120201	707241	y35359680063	1	2	0551	0551	0551	0551	07:16:09	07:17:28	79	1	487
20120201	736170	y38871995667	1	3	0551	0551	0551	0551	06:20:27	06:20:34	7	1	210
20120201	1248589	y57772053564	1	2	0551	0551	0551	0551	08:42:19	08:43:09	50	1	40
20120201	1245906	3682929	1	1	0551	0551	0551	0551	06:32:29	06:32:38	9	1	266
20120201	976581	628906	1	1	0551	0551	0551	0551	07:53:16	07:55:04	108	1	40
20120201	313590	y41664590717	1	2	0551	0559	0551	0559	08:07:47	08:09:16	89	1	676
20120201	1014227	y25633184634	1	2	0551	0551	0551	0551	08:20:45	08:23:24	159	1	126
20120201	993519	y27740333979	1	2	0551	0551	0551	0551	08:37:39	08:38:28	49	1	785
20120201	262760	y61272138656	1	2	0551	0551	0551	0551	07:58:44	07:59:01	17	1	464
20120201	468875	y35365320208	1	2	0551	0551	0551	0551	04:47:20	04:47:36	16	1	510
20120201	757588	1326985	1	1	0551	0551	0551	0551	08:31:21	08:32:08	47	1	182
20120201	756312	y22903597473	1	3	0551	0551	0551	0551	07:47:16	07:49:21	125	1	764
20120201	292029	y60563996809	1	3	0551	0558	0551	0558	07:56:44	07:57:19	35	1	837
20120201	444647	1347665	1	1	0551	0551	0551	0551	08:32:07	08:32:57	50	1	112
20120201	1318766	y26021017282	1	2	0551	0551	0551	0551	00:37:02	00:37:29	27	1	152
20120201	422916	579831	1	1	0551	0551	0551	0551	08:04:06	08:04:50	44	1	590
20120201	391892	y22481871651	1	3	0551	0551	0551	0551	23:40:02	01:06:39	5197	1	655
20120201	440497	y27311920917	1	2	0551	0551	0551	0551	07:56:46	07:57:05	19	1	1
20120201	815449	975703	1	1	0551	0551	0551	0551	07:00:30	07:00:38	8	1	163
20120201	1293397	y21211620193	1	3	0551	0551	0551	0551	07:32:55	07:33:07	12	1	684
20120201	1273937	1014747	1	1	0551	0551	0551	0551	01:29:43	01:29:53	10	1	37
20120201	1326959	y27040790659	1	2	0551	0551	0551	0551	07:42:13	07:42:52	39	1	357
20120201	490056	y26020572670	1	2	0551	0551	0551	0551	08:11:10	08:11:45	35	1	496
20120201	490863	y40971832154	1	2	0551	0551	0551	0551	08:14:54	08:16:41	107	1	299
